coverage_id,pool_id,peptide_id,plate_id,well_id
coverage_1,pool_1,peptide_1,1,A1
coverage_1,pool_1,peptide_24,1,A1
coverage_1,pool_1,peptide_33,1,A1
coverage_1,pool_1,peptide_61,1,A1
coverage_1,pool_1,peptide_91,1,A1
coverage_1,pool_1,peptide_112,1,A1
coverage_1,pool_1,peptide_113,1,A1
coverage_1,pool_1,peptide_118,1,A1
coverage_1,pool_2,peptide_2,1,A12
coverage_1,pool_2,peptide_3,1,A12
coverage_1,pool_2,peptide_4,1,A12
coverage_1,pool_2,peptide_5,1,A12
coverage_1,pool_2,peptide_10,1,A12
coverage_1,pool_2,peptide_54,1,A12
coverage_1,pool_2,peptide_102,1,A12
coverage_1,pool_2,peptide_108,1,A12
coverage_1,pool_3,peptide_6,1,B11
coverage_1,pool_3,peptide_11,1,B11
coverage_1,pool_3,peptide_13,1,B11
coverage_1,pool_3,peptide_16,1,B11
coverage_1,pool_3,peptide_22,1,B11
coverage_1,pool_3,peptide_26,1,B11
coverage_1,pool_3,peptide_27,1,B11
coverage_1,pool_3,peptide_39,1,B11
coverage_1,pool_4,peptide_8,1,C1
coverage_1,pool_4,peptide_43,1,C1
coverage_1,pool_4,peptide_45,1,C1
coverage_1,pool_4,peptide_51,1,C1
coverage_1,pool_4,peptide_57,1,C1
coverage_1,pool_4,peptide_74,1,C1
coverage_1,pool_4,peptide_89,1,C1
coverage_1,pool_4,peptide_109,1,C1
coverage_1,pool_5,peptide_12,1,C2
coverage_1,pool_5,peptide_19,1,C2
coverage_1,pool_5,peptide_58,1,C2
coverage_1,pool_5,peptide_63,1,C2
coverage_1,pool_5,peptide_64,1,C2
coverage_1,pool_5,peptide_77,1,C2
coverage_1,pool_5,peptide_100,1,C2
coverage_1,pool_5,peptide_120,1,C2
coverage_1,pool_6,peptide_71,1,C3
coverage_1,pool_6,peptide_73,1,C3
coverage_1,pool_6,peptide_75,1,C3
coverage_1,pool_6,peptide_79,1,C3
coverage_1,pool_6,peptide_80,1,C3
coverage_1,pool_6,peptide_94,1,C3
coverage_1,pool_6,peptide_96,1,C3
coverage_1,pool_6,peptide_97,1,C3
coverage_1,pool_7,peptide_7,1,C4
coverage_1,pool_7,peptide_41,1,C4
coverage_1,pool_7,peptide_47,1,C4
coverage_1,pool_7,peptide_81,1,C4
coverage_1,pool_7,peptide_82,1,C4
coverage_1,pool_7,peptide_85,1,C4
coverage_1,pool_7,peptide_88,1,C4
coverage_1,pool_7,peptide_99,1,C4
coverage_1,pool_8,peptide_14,1,C5
coverage_1,pool_8,peptide_15,1,C5
coverage_1,pool_8,peptide_17,1,C5
coverage_1,pool_8,peptide_18,1,C5
coverage_1,pool_8,peptide_32,1,C5
coverage_1,pool_8,peptide_37,1,C5
coverage_1,pool_8,peptide_38,1,C5
coverage_1,pool_8,peptide_117,1,C5
coverage_1,pool_9,peptide_9,1,C6
coverage_1,pool_9,peptide_44,1,C6
coverage_1,pool_9,peptide_53,1,C6
coverage_1,pool_9,peptide_105,1,C6
coverage_1,pool_9,peptide_106,1,C6
coverage_1,pool_9,peptide_110,1,C6
coverage_1,pool_9,peptide_111,1,C6
coverage_1,pool_9,peptide_119,1,C6
coverage_1,pool_10,peptide_48,1,A2
