coverage_id,pool_id,peptide_id,plate_id,well_id
coverage_1,pool_1,peptide_2,1,A1
coverage_1,pool_1,peptide_10,1,A1
coverage_1,pool_1,peptide_17,1,A1
coverage_1,pool_1,peptide_33,1,A1
coverage_1,pool_1,peptide_88,1,A1
coverage_1,pool_2,peptide_3,1,A12
coverage_1,pool_2,peptide_4,1,A12
coverage_1,pool_2,peptide_16,1,A12
coverage_1,pool_2,peptide_31,1,A12
coverage_1,pool_2,peptide_41,1,A12
coverage_1,pool_3,peptide_9,1,B11
coverage_1,pool_3,peptide_43,1,B11
coverage_1,pool_3,peptide_60,1,B11
coverage_1,pool_3,peptide_64,1,B11
coverage_1,pool_3,peptide_69,1,B11
coverage_1,pool_4,peptide_6,1,C10
coverage_1,pool_4,peptide_19,1,C10
coverage_1,pool_4,peptide_65,1,C10
coverage_1,pool_4,peptide_87,1,C10
coverage_1,pool_4,peptide_97,1,C10
coverage_1,pool_5,peptide_5,1,D9
coverage_1,pool_5,peptide_8,1,D9
coverage_1,pool_5,peptide_18,1,D9
coverage_1,pool_5,peptide_30,1,D9
coverage_1,pool_5,peptide_92,1,D9
coverage_1,pool_6,peptide_20,1,E8
coverage_1,pool_6,peptide_40,1,E8
coverage_1,pool_6,peptide_53,1,E8
coverage_1,pool_6,peptide_56,1,E8
coverage_1,pool_6,peptide_73,1,E8
coverage_1,pool_7,peptide_7,1,E10
coverage_1,pool_7,peptide_91,1,E10
coverage_1,pool_7,peptide_93,1,E10
coverage_1,pool_7,peptide_98,1,E10
coverage_1,pool_7,peptide_99,1,E10
coverage_1,pool_8,peptide_25,1,E11
coverage_1,pool_8,peptide_28,1,E11
coverage_1,pool_8,peptide_46,1,E11
coverage_1,pool_8,peptide_83,1,E11
coverage_1,pool_8,peptide_94,1,E11
coverage_1,pool_9,peptide_61,1,E12
coverage_1,pool_9,peptide_72,1,E12
coverage_1,pool_9,peptide_79,1,E12
coverage_1,pool_9,peptide_86,1,E12
coverage_1,pool_9,peptide_96,1,E12
coverage_1,pool_10,peptide_12,1,A2
coverage_1,pool_10,peptide_13,1,A2
coverage_1,pool_10,peptide_14,1,A2
coverage_1,pool_10,peptide_71,1,A2
coverage_1,pool_10,peptide_100,1,A2
coverage_1,pool_11,peptide_11,1,A3
coverage_1,pool_11,peptide_15,1,A3
coverage_1,pool_11,peptide_24,1,A3
coverage_1,pool_11,peptide_35,1,A3
coverage_1,pool_11,peptide_37,1,A3
coverage_1,pool_12,peptide_59,1,A4
coverage_1,pool_12,peptide_66,1,A4
coverage_1,pool_12,peptide_70,1,A4
coverage_1,pool_12,peptide_80,1,A4
coverage_1,pool_12,peptide_95,1,A4
coverage_1,pool_13,peptide_44,1,A5
coverage_1,pool_13,peptide_48,1,A5
coverage_1,pool_13,peptide_52,1,A5
coverage_1,pool_13,peptide_74,1,A5
coverage_1,pool_13,peptide_76,1,A5
coverage_1,pool_14,peptide_50,1,A6
coverage_1,pool_14,peptide_54,1,A6
coverage_1,pool_14,peptide_68,1,A6
coverage_1,pool_14,peptide_77,1,A6
coverage_1,pool_14,peptide_81,1,A6
coverage_1,pool_15,peptide_32,1,A7
coverage_1,pool_15,peptide_39,1,A7
coverage_1,pool_15,peptide_82,1,A7
coverage_1,pool_15,peptide_89,1,A7
coverage_1,pool_15,peptide_90,1,A7
coverage_1,pool_16,peptide_26,1,A8
coverage_1,pool_16,peptide_27,1,A8
coverage_1,pool_16,peptide_63,1,A8
coverage_1,pool_16,peptide_78,1,A8
coverage_1,pool_16,peptide_84,1,A8
coverage_1,pool_17,peptide_22,1,A9
coverage_1,pool_17,peptide_23,1,A9
